*** Op/sec Results for, MatMul 1 threads with doPROCBind=1,Total Mops=,25.777 ,THREAD#00=, 25.777 
*** Op/sec Results for, MatMul 1 threads with doPROCBind=1,Total Mops=,25.617 ,THREAD#00=, 25.617 
*** Op/sec Results for, MatMul 1 threads with doPROCBind=1,Total Mops=,25.751 ,THREAD#00=, 25.751 
*** Op/sec Results for, MatMul 1 threads with doPROCBind=1,Total Mops=,25.578 ,THREAD#00=, 25.578 
*** Op/sec Results for, MatMul 1 threads with doPROCBind=1,Total Mops=,25.648 ,THREAD#00=, 25.648 
